1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199
0.623336;0.623334;0.623331;0.623325;0.623316;0.623301;0.623281;0.623255;0.623222;0.62318;0.62313;0.623071;0.623002;0.622922;0.622831;0.622728;0.622613;0.622484;0.622342;0.622186;0.622016;0.62183;0.621629;0.621413;0.62118;0.62093;0.620664;0.620381;0.62008;0.619761;0.619425;0.61907;0.618697;0.618305;0.617895;0.617465;0.617017;0.616549;0.616062;0.615556;0.615031;0.614486;0.613922;0.613338;0.612735;0.612113;0.611471;0.61081;0.610131;0.609432;0.608714;0.607978;0.607222;0.606449;0.605657;0.604847;0.604019;0.603174;0.602311;0.601431;0.600534;0.599621;0.598691;0.597745;0.596783;0.595805;0.594813;0.593806;0.592784;0.591748;0.590699;0.589636;0.58856;0.587471;0.58637;0.585258;0.584134;0.582999;0.581853;0.580698;0.579533;0.578358;0.577175;0.575983;0.574784;0.573577;0.572363;0.571143;0.569917;0.568685;0.567449;0.566208;0.564963;0.563714;0.562462;0.561208;0.559952;0.558694;0.557436;0.556177;0.554917;0.553659;0.552401;0.551145;0.549891;0.548639;0.547391;0.546146;0.544905;0.543668;0.542436;0.54121;0.53999;0.538776;0.53757;0.53637;0.535179;0.533995;0.532821;0.531655;0.5305;0.529354;0.528219;0.527096;0.525983;0.524882;0.523794;0.522718;0.521655;0.520605;0.519569;0.518547;0.51754;0.516548;0.515571;0.514609;0.513663;0.512733;0.511819;0.510922;0.510042;0.509179;0.508334;0.507506;0.506696;0.505904;0.505131;0.504376;0.503639;0.502922;0.502223;0.501543;0.500882;0.500241;0.499618;0.499015;0.498432;0.497868;0.497323;0.496797;0.496291;0.495804;0.495337;0.494888;0.494459;0.494048;0.493656;0.493283;0.492929;0.492592;0.492273;0.491973;0.491689;0.491423;0.491174;0.490941;0.490724;0.490523;0.490338;0.490167;0.490011;0.489869;0.489741;0.489625;0.489522;0.489431;0.489351;0.489282;0.489223;0.489173;0.489132;0.489098;0.489072;0.489052;0.489038;0.489028;0.489022;0.489019;0.489018
